id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
75,613225,575290,0,286111,67148,222031,67147,285761,6045,346863,0,0,"64332
18.23%","3434
0.97%","26543
7.52%","22600
6.40%","174429
49.43%","26665
7.56%","2374
0.67%","965
0.27%","2454
0.70%","5134
1.45%","463
0.13%","2233
0.63%","2664
0.75%","12573
3.56%"
76,613073,579253,0,286261,84907,208085,84907,286205,5487,365625,0,0,"70836
19.09%","2241
0.60%","25831
6.96%","17320
4.67%","199536
53.77%","23116
6.23%","1615
0.44%","833
0.22%","2200
0.59%","5728
1.54%","454
0.12%","1674
0.45%","2364
0.64%","11877
3.20%"
77,484828,446761,0,270323,63657,112781,63652,269853,5170,328335,0,0,"47120
14.13%","1181
0.35%","25755
7.72%","9693
2.91%","216247
64.84%","13905
4.17%","1221
0.37%","966
0.29%","1421
0.43%","2706
0.81%","724
0.22%","993
0.30%","1696
0.51%","4707
1.41%"
78,479289,429840,0,263171,64669,102000,64664,263144,3968,323840,0,0,"43463
13.26%","1064
0.32%","31146
9.50%","5688
1.74%","209086
63.78%","18937
5.78%","1392
0.42%","826
0.25%","1195
0.36%","1896
0.58%","521
0.16%","820
0.25%","4124
1.26%","3682
1.12%"
79,553293,489187,248,189534,29085,270320,29331,189370,5120,213581,0,0,"54111
24.74%","1850
0.85%","21220
9.70%","15264
6.98%","86831
39.70%","16748
7.66%","2054
0.94%","911
0.42%","2753
1.26%","2236
1.02%","217
0.10%","1219
0.56%","1748
0.80%","6419
2.94%"
80,550162,496280,0,179268,20001,297011,20001,179086,4937,194150,0,0,"54286
27.27%","1889
0.95%","18135
9.11%","15285
7.68%","70414
35.37%","15736
7.90%","2337
1.17%","928
0.47%","2986
1.50%","2407
1.21%","202
0.10%","1248
0.63%","1802
0.91%","6495
3.26%"
81,431539,406063,0,204231,84164,117667,84145,203800,3243,284702,1,0,"39788
13.82%","1269
0.44%","31824
11.05%","8356
2.90%","170623
59.26%","18232
6.33%","1389
0.48%","1035
0.36%","1309
0.45%","2202
0.76%","309
0.11%","935
0.32%","2044
0.71%","5387
1.87%"
82,465365,438938,0,239489,71137,128306,71136,239479,4006,306609,7,1,"45136
14.53%","1326
0.43%","37199
11.98%","8731
2.81%","178124
57.35%","19650
6.33%","1335
0.43%","813
0.26%","1210
0.39%","1691
0.54%","249
0.08%","946
0.30%","2604
0.84%","7595
2.45%"
83,452264,426001,0,237010,72990,115999,72990,236816,3047,306759,2,0,"44552
14.38%","1221
0.39%","32181
10.39%","8285
2.67%","191512
61.82%","14042
4.53%","1562
0.50%","1011
0.33%","1356
0.44%","2452
0.79%","368
0.12%","1002
0.32%","1595
0.51%","5620
1.81%"
84,458238,434237,0,208580,56756,168902,56753,208444,3773,261424,1,2,"43832
16.53%","1095
0.41%","29281
11.04%","9916
3.74%","145446
54.84%","15777
5.95%","1689
0.64%","973
0.37%","1174
0.44%","2318
0.87%","263
0.10%","989
0.37%","2567
0.97%","6104
2.30%"
85,493744,454845,0,199461,26911,228473,26885,199299,4854,221330,0,0,"45484
20.11%","2209
0.98%","31387
13.88%","17607
7.78%","75127
33.21%","24052
10.63%","3615
1.60%","858
0.38%","1511
0.67%","4719
2.09%","232
0.10%","1611
0.71%","1405
0.62%","11513
5.09%"
86,432178,381591,225,178280,16698,186388,16921,178065,3895,191091,0,0,"45873
23.53%","1727
0.89%","21084
10.81%","14195
7.28%","69375
35.58%","19484
9.99%","1956
1.00%","620
0.32%","1163
0.60%","3718
1.91%","229
0.12%","1685
0.86%","1350
0.69%","8632
4.43%"
87,517354,469838,0,204058,46896,218884,46891,203915,3540,247266,0,0,"52740
21.03%","2002
0.80%","16523
6.59%","15310
6.10%","128706
51.32%","13298
5.30%","2161
0.86%","594
0.24%","1509
0.60%","2366
0.94%","228
0.09%","1401
0.56%","6299
2.51%","4129
1.65%"
88,440519,422788,0,170819,42535,209434,42532,170768,2945,210355,0,0,"44957
21.08%","1550
0.73%","12595
5.90%","11278
5.29%","113784
53.34%","12191
5.72%","1845
0.86%","469
0.22%","1328
0.62%","1994
0.93%","173
0.08%","1112
0.52%","3164
1.48%","3915
1.84%"
89,470134,419253,0,161072,69142,189039,69111,160910,4718,225303,0,0,"48295
20.99%","1349
0.59%","14471
6.29%","14344
6.24%","116364
50.59%","14744
6.41%","1528
0.66%","526
0.23%","1271
0.55%","2630
1.14%","224
0.10%","1063
0.46%","4375
1.90%","4119
1.79%"
90,421160,438069,560,198017,102868,136624,103427,197999,3642,297784,0,0,"48254
16.01%","1250
0.41%","16687
5.54%","9551
3.17%","197588
65.55%","11658
3.87%","840
0.28%","449
0.15%","1197
0.40%","2982
0.99%","225
0.07%","694
0.23%","2218
0.74%","4191
1.39%"
91,393341,348720,86,132075,30134,186425,30220,131953,4049,158124,0,0,"40583
25.02%","1354
0.83%","15571
9.60%","8410
5.19%","65670
40.49%","12545
7.74%","2112
1.30%","483
0.30%","1153
0.71%","2139
1.32%","170
0.10%","969
0.60%","1364
0.84%","5601
3.45%"
92,400836,345585,12,123780,17746,204048,17758,123710,3584,137884,0,1,"44510
31.46%","1288
0.91%","12896
9.12%","9492
6.71%","44371
31.36%","10627
7.51%","3373
2.38%","494
0.35%","1092
0.77%","2195
1.55%","147
0.10%","854
0.60%","1695
1.20%","4850
3.43%"
93,484752,468539,37,179265,11676,277558,11713,179198,4962,185949,3,0,"56205
29.44%","1964
1.03%","14750
7.73%","19622
10.28%","66719
34.95%","11745
6.15%","1836
0.96%","625
0.33%","1389
0.73%","3247
1.70%","645
0.34%","1068
0.56%","1156
0.61%","4978
2.61%"
94,471191,467410,0,162908,8789,295713,8788,162794,4406,167176,0,0,"46679
27.21%","1761
1.03%","12953
7.55%","17942
10.46%","62911
36.67%","13253
7.72%","1229
0.72%","394
0.23%","1206
0.70%","1914
1.12%","423
0.25%","898
0.52%","1146
0.67%","4467
2.60%"
95,478880,455221,5,164174,13014,278028,12997,164118,5438,171677,0,0,"48045
27.13%","1863
1.05%","17152
9.68%","15543
8.78%","63340
35.76%","11482
6.48%","1552
0.88%","697
0.39%","1234
0.70%","2743
1.55%","491
0.28%","1112
0.63%","1470
0.83%","4953
2.80%"
96,427141,431766,1152,138381,9266,282967,10418,138341,4903,143856,0,0,"40540
27.25%","1587
1.07%","14189
9.54%","14401
9.68%","51584
34.68%","9468
6.36%","1277
0.86%","543
0.37%","1399
0.94%","1749
1.18%","242
0.16%","1123
0.75%","1263
0.85%","4491
3.02%"
97,423083,394073,301,170531,24255,198942,24538,170199,5964,188773,48,4,"39781
20.43%","1691
0.87%","18389
9.44%","12380
6.36%","77934
40.02%","18263
9.38%","4274
2.19%","771
0.40%","1827
0.94%","2187
1.12%","249
0.13%","1777
0.91%","2114
1.09%","7136
3.66%"
98,443808,389379,0,181441,23552,184423,23484,181072,6544,198012,19,56,"40763
19.93%","1737
0.85%","19905
9.73%","12276
6.00%","86269
42.17%","17497
8.55%","3763
1.84%","665
0.33%","1726
0.84%","2230
1.09%","254
0.12%","1678
0.82%","2027
0.99%","7222
3.53%"
99,388166,356771,0,146243,18415,192113,18414,146079,4183,160310,0,0,"37531
22.82%","1679
1.02%","15680
9.53%","13192
8.02%","58935
35.83%","17707
10.76%","1702
1.03%","718
0.44%","1413
0.86%","2305
1.40%","203
0.12%","1293
0.79%","1232
0.75%","6720
4.09%"
100,413552,378038,406,160549,28618,188464,29023,160406,4712,184717,1,0,"40408
21.33%","2045
1.08%","17714
9.35%","15304
8.08%","69653
36.77%","20536
10.84%","2538
1.34%","720
0.38%","1822
0.96%","2527
1.33%","235
0.12%","1308
0.69%","1541
0.81%","8366
4.42%"
101,488170,462726,92,257424,112625,92585,112696,255155,10463,357388,0,0,"31835
8.65%","4111
1.12%","21249
5.78%","6191
1.68%","261954
71.21%","23475
6.38%","1687
0.46%","700
0.19%","896
0.24%","1667
0.45%","320
0.09%","718
0.20%","744
0.20%","1841
0.50%"
102,477428,448201,78,244110,127347,76666,127422,243413,7846,362989,0,0,"35526
9.58%","3459
0.93%","22117
5.96%","6547
1.77%","266987
71.99%","20832
5.62%","1475
0.40%","541
0.15%","705
0.19%","1238
0.33%","157
0.04%","566
0.15%","665
0.18%","2174
0.59%"
103,475915,459501,0,261247,111201,87053,111115,259727,11764,359078,0,0,"32601
8.79%","3301
0.89%","18807
5.07%","4176
1.13%","274855
74.12%","18997
5.12%","1327
0.36%","415
0.11%","623
0.17%","1256
0.34%","237
0.06%","469
0.13%","484
0.13%","1530
0.41%"
104,497265,453245,0,252306,58692,142247,58687,250316,7334,301669,0,0,"32607
10.55%","2965
0.96%","26299
8.51%","9363
3.03%","199782
64.65%","17370
5.62%","2367
0.77%","828
0.27%","1192
0.39%","2097
0.68%","486
0.16%","1190
0.39%","1656
0.54%","3467
1.12%"
105,497834,438214,4,197312,25496,215402,25497,197056,6024,216529,0,0,"38965
17.51%","1837
0.83%","31016
13.94%","17943
8.06%","67145
30.17%","39405
17.71%","1936
0.87%","655
0.29%","1414
0.64%","4104
1.84%","214
0.10%","1434
0.64%","2058
0.92%","8403
3.78%"
106,530941,481745,0,210815,29765,241167,29761,210579,6479,233861,0,2,"45610
18.98%","1936
0.81%","28219
11.74%","19936
8.29%","69579
28.95%","45950
19.12%","1774
0.74%","746
0.31%","1687
0.70%","5537
2.30%","260
0.11%","1427
0.59%","1748
0.73%","9452
3.93%"
107,513971,420250,0,185519,17727,217004,17725,185453,3876,199302,0,0,"57838
28.47%","1479
0.73%","20183
9.93%","17269
8.50%","61474
30.26%","23210
11.42%","1918
0.94%","788
0.39%","1486
0.73%","2394
1.18%","365
0.18%","1172
0.58%","1843
0.91%","7883
3.88%"
108,666751,657971,0,262628,59306,336037,59301,262416,7768,313949,0,0,"75451
23.45%","2155
0.67%","37894
11.78%","21255
6.61%","116049
36.07%","33813
10.51%","2091
0.65%","714
0.22%","2364
0.73%","4940
1.54%","335
0.10%","1647
0.51%","1838
0.57%","13403
4.17%"
109,461281,404171,161,177237,31333,195440,31486,176895,4556,203825,0,0,"42809
20.54%","1770
0.85%","21569
10.35%","16512
7.92%","86099
41.32%","16492
7.91%","1559
0.75%","671
0.32%","1653
0.79%","2911
1.40%","584
0.28%","1642
0.79%","1327
0.64%","8227
3.95%"
110,442363,387044,0,156541,59516,170987,59515,156157,4909,210763,0,0,"41559
19.27%","1221
0.57%","23698
10.99%","12414
5.76%","98266
45.56%","17583
8.15%","1160
0.54%","622
0.29%","1446
0.67%","3254
1.51%","249
0.12%","1114
0.52%","1075
0.50%","7102
3.29%"
111,584501,536717,1303,226703,19681,289030,20964,224841,7194,238611,0,0,"45853
18.65%","2651
1.08%","19240
7.83%","16906
6.88%","106518
43.33%","21836
8.88%","6203
2.52%","1893
0.77%","2211
0.90%","3163
1.29%","540
0.22%","2197
0.89%","2748
1.12%","6652
2.71%"
112,410892,357161,0,159560,27879,169722,27873,159241,5559,181555,0,0,"35213
18.82%","1631
0.87%","15889
8.49%","12572
6.72%","82053
43.85%","16199
8.66%","2794
1.49%","1163
0.62%","1435
0.77%","3171
1.69%","354
0.19%","1488
0.80%","1800
0.96%","5793
3.10%"
113,406740,345590,0,156385,29200,160005,29134,155967,6008,179093,0,0,"32721
17.68%","1529
0.83%","16399
8.86%","11278
6.09%","77672
41.96%","22253
12.02%","2211
1.19%","1153
0.62%","1395
0.75%","2903
1.57%","306
0.17%","1222
0.66%","1729
0.93%","6322
3.42%"
114,467286,428346,0,202392,39907,186043,39907,202330,6115,236122,4,0,"54158
22.36%","2287
0.94%","19603
8.09%","12338
5.09%","109342
45.14%","15660
6.46%","1533
0.63%","724
0.30%","1695
0.70%","5478
2.26%","307
0.13%","1510
0.62%","2239
0.92%","9248
3.82%"
115,446722,416935,0,190754,48848,177330,48846,190671,4179,235338,3,0,"47755
19.94%","1735
0.72%","17767
7.42%","10835
4.52%","125045
52.21%","13048
5.45%","1173
0.49%","655
0.27%","1324
0.55%","4615
1.93%","283
0.12%","1082
0.45%","2101
0.88%","7920
3.31%"
116,103519,107807,6695,34082,4665,62365,11355,34066,1020,44401,0,0,"9389
20.67%","383
0.84%","4065
8.95%","2374
5.23%","22746
50.08%","2228
4.91%","277
0.61%","111
0.24%","361
0.79%","539
1.19%","68
0.15%","412
0.91%","288
0.63%","1160
2.55%"
117,629051,502618,0,285568,24900,192139,24863,283636,8182,300317,11,0,"59374
19.25%","3829
1.24%","21532
6.98%","15161
4.91%","145421
47.14%","24396
7.91%","5424
1.76%","2381
0.77%","3867
1.25%","3824
1.24%","696
0.23%","3224
1.05%","3107
1.01%","8081
2.62%"
118,565255,430082,0,215924,24643,189517,24628,215503,7341,232790,22,24,"48757
20.30%","2990
1.25%","18847
7.85%","12049
5.02%","100484
41.85%","24087
10.03%","5531
2.30%","1550
0.65%","2823
1.18%","3234
1.35%","664
0.28%","2282
0.95%","2486
1.04%","7006
2.92%"
119,446241,395010,0,178947,42168,173883,42087,178202,7007,213282,12,0,"46437
21.08%","2241
1.02%","16669
7.57%","11209
5.09%","100918
45.81%","15434
7.01%","2042
0.93%","920
0.42%","1656
0.75%","3856
1.75%","331
0.15%","1652
0.75%","1881
0.85%","8036
3.65%"
120,598268,477180,0,248102,46806,182266,46667,246081,7181,285567,7,1,"50574
17.28%","3503
1.20%","21560
7.36%","13552
4.63%","151402
51.72%","19398
6.63%","4515
1.54%","1426
0.49%","2830
0.97%","4076
1.39%","499
0.17%","2399
0.82%","2611
0.89%","7222
2.47%"
121,597519,478918,0,253103,32750,193028,32629,251726,6388,277967,45,8,"58095
20.43%","3054
1.07%","24387
8.58%","13581
4.78%","130773
45.99%","22227
7.82%","4402
1.55%","1543
0.54%","2733
0.96%","4196
1.48%","630
0.22%","2500
0.88%","2934
1.03%","6912
2.43%"
122,594238,518130,0,233988,25701,258402,25661,232501,9736,248426,39,0,"57068
22.11%","3589
1.39%","20243
7.84%","15510
6.01%","106618
41.30%","17852
6.92%","5190
2.01%","1548
0.60%","2738
1.06%","4447
1.72%","421
0.16%","2525
0.98%","2802
1.09%","7875
3.05%"
123,440284,395758,0,185396,43259,167098,43219,185095,6783,221531,6,1,"43280
18.96%","2583
1.13%","16074
7.04%","10033
4.39%","120176
52.64%","11855
5.19%","2545
1.11%","880
0.39%","1707
0.75%","2460
1.08%","370
0.16%","1614
0.71%","1744
0.76%","6210
2.72%"
124,593110,518900,0,206471,18559,293810,18549,205868,7025,217392,60,0,"54750
24.40%","3087
1.38%","15597
6.95%","12557
5.60%","95128
42.39%","13279
5.92%","4003
1.78%","1299
0.58%","2586
1.15%","3240
1.44%","389
0.17%","2237
0.99%","2515
1.12%","6725
2.99%"
125,528409,425964,0,206297,23072,196611,22872,205018,5814,222076,8,24,"43953
19.29%","2745
1.20%","15326
6.73%","12404
5.44%","103875
45.58%","20271
8.90%","4824
2.12%","1327
0.58%","2321
1.02%","3357
1.47%","497
0.22%","1954
0.86%","3055
1.34%","6167
2.71%"
126,454913,382947,0,186228,27255,169442,27093,184448,6859,204682,22,0,"48321
22.84%","2449
1.16%","15643
7.39%","11982
5.66%","92255
43.61%","12865
6.08%","3033
1.43%","1477
0.70%","1901
0.90%","4125
1.95%","295
0.14%","1646
0.78%","2167
1.02%","6523
3.08%"
127,509327,409122,0,203825,18435,186863,18339,202919,7704,213554,7,8,"50541
22.84%","2990
1.35%","17209
7.78%","12193
5.51%","94406
42.67%","13563
6.13%","3298
1.49%","1141
0.52%","2035
0.92%","4132
1.87%","445
0.20%","1855
0.84%","2093
0.95%","7653
3.46%"
128,587394,519532,4334,248866,4291,262041,8619,248219,6011,250827,0,0,"45755
17.81%","3819
1.49%","28406
11.06%","21973
8.56%","91966
35.81%","28795
11.21%","2788
1.09%","1133
0.44%","2567
0.99%","3827
1.49%","457
0.18%","3140
1.22%","1873
0.73%","14328
5.58%"
129,499116,485454,8862,193702,50357,232533,59208,193188,3976,248420,0,0,"48814
19.34%","2159
0.86%","17325
6.86%","12823
5.08%","121190
48.02%","25424
10.07%","3519
1.39%","1765
0.70%","1493
0.59%","2745
1.09%","352
0.14%","1781
0.71%","1458
0.58%","7572
3.00%"
130,512480,490945,0,226285,57682,206978,57660,225463,3923,279200,0,0,"45291
15.99%","2051
0.72%","17240
6.09%","13320
4.70%","161399
57.01%","19753
6.98%","2358
0.83%","1343
0.47%","1575
0.56%","3350
1.18%","315
0.11%","1628
0.58%","1606
0.57%","7971
2.82%"
131,537723,517725,0,203106,51892,262727,51852,202647,4965,249534,0,0,"54137
21.27%","1800
0.71%","17977
7.06%","13306
5.23%","124853
49.06%","20314
7.98%","1723
0.68%","1103
0.43%","1352
0.53%","2891
1.14%","230
0.09%","1370
0.54%","1274
0.50%","7204
2.83%"
132,523847,472046,1986,173795,23774,272491,25681,172608,4540,193749,0,0,"44474
22.43%","1749
0.88%","15606
7.87%","12640
6.37%","81774
41.24%","20887
10.53%","2379
1.20%","958
0.48%","1332
0.67%","2486
1.25%","221
0.11%","1436
0.72%","1220
0.62%","6587
3.32%"
133,498146,467980,0,181635,73392,212953,73380,181223,3921,250682,0,0,"45986
18.06%","1628
0.64%","20586
8.09%","12285
4.83%","131599
51.69%","19834
7.79%","1636
0.64%","1252
0.49%","1603
0.63%","2725
1.07%","243
0.10%","1162
0.46%","1346
0.53%","8797
3.46%"
134,482948,462071,0,178568,20050,263449,20048,178354,5356,193046,4,0,"42312
21.33%","1688
0.85%","18342
9.24%","15141
7.63%","64509
32.51%","28513
14.37%","5843
2.95%","716
0.36%","1410
0.71%","4356
2.20%","242
0.12%","1622
0.82%","1355
0.68%","6997
3.53%"
135,539161,495944,0,188463,16554,290924,16541,188339,5256,199624,3,0,"53175
25.95%","6315
3.08%","19558
9.55%","17138
8.36%","70011
34.17%","13506
6.59%","2569
1.25%","876
0.43%","1690
0.82%","2717
1.33%","358
0.17%","1688
0.82%","3172
1.55%","6851
3.34%"
136,556190,485521,0,185638,20971,278911,20967,185547,5156,201358,1,0,"50881
24.64%","2982
1.44%","22403
10.85%","18034
8.73%","76170
36.88%","12219
5.92%","2727
1.32%","1044
0.51%","1745
0.84%","2310
1.12%","286
0.14%","1546
0.75%","2066
1.00%","6945
3.36%"
137,519967,471056,0,193636,23898,253522,23896,193540,6046,211390,0,0,"55762
25.65%","2258
1.04%","18725
8.61%","19705
9.06%","75871
34.89%","18815
8.65%","2562
1.18%","735
0.34%","1366
0.63%","3071
1.41%","418
0.19%","1179
0.54%","3096
1.42%","7827
3.60%"
138,546600,513608,0,168665,17978,326964,17977,168504,4300,182181,1,0,"51034
27.37%","2307
1.24%","17653
9.47%","16142
8.66%","65329
35.03%","12059
6.47%","1802
0.97%","1116
0.60%","1410
0.76%","3041
1.63%","305
0.16%","1149
0.62%","1710
0.92%","7124
3.82%"
139,499580,465511,0,185379,14720,265413,14694,185050,7140,192604,0,1,"65847
32.97%","1484
0.74%","13334
6.68%","16428
8.22%","60794
30.44%","17656
8.84%","1936
0.97%","560
0.28%","1381
0.69%","4132
2.07%","226
0.11%","1215
0.61%","1130
0.57%","6481
3.24%"
140,520252,513472,0,187275,15488,310709,15488,186960,7718,194730,0,0,"65995
32.60%","1365
0.67%","14447
7.14%","15811
7.81%","62747
30.99%","17039
8.42%","1782
0.88%","585
0.29%","1294
0.64%","4756
2.35%","252
0.12%","1210
0.60%","1156
0.57%","6291
3.11%"
141,470233,447397,0,183365,30387,233645,30387,183174,7530,206031,0,0,"60235
28.21%","1261
0.59%","16705
7.82%","14700
6.88%","79056
37.02%","16151
7.56%","1404
0.66%","559
0.26%","1362
0.64%","5329
2.50%","288
0.13%","1012
0.47%","969
0.45%","7000
3.28%"
142,519656,406209,0,194070,44577,167565,44569,193775,6848,231496,3,6,"61839
25.95%","1556
0.65%","23831
9.99%","15362
6.45%","91877
38.55%","16590
6.96%","1628
0.68%","511
0.21%","1541
0.65%","4713
1.98%","359
0.15%","1445
0.61%","1239
0.52%","9005
3.78%"
143,520668,419042,0,191594,57478,169958,57426,190121,7937,239610,12,0,"62120
25.09%","1326
0.54%","22225
8.98%","13702
5.54%","102646
41.47%","17894
7.23%","1238
0.50%","417
0.17%","1524
0.62%","5317
2.15%","219
0.09%","1117
0.45%","1194
0.48%","8671
3.50%"
144,489923,402241,0,169388,44910,187938,44904,167814,8863,203855,6,1,"58804
27.64%","1127
0.53%","19924
9.37%","13081
6.15%","73476
34.54%","18501
8.70%","1336
0.63%","345
0.16%","1305
0.61%","4891
2.30%","289
0.14%","1048
0.49%","1097
0.52%","8631
4.06%"
145,610410,601739,0,250607,54566,296485,54547,250311,11643,293215,84,3,"66653
21.86%","3153
1.03%","26821
8.80%","18256
5.99%","118370
38.83%","30985
10.16%","2360
0.77%","1041
0.34%","2239
0.73%","5924
1.94%","482
0.16%","2066
0.68%","1854
0.61%","13011
4.27%"
146,510867,468929,0,209114,99183,160632,99176,209006,3413,304769,0,0,"48259
15.66%","1775
0.58%","20538
6.66%","13281
4.31%","187739
60.92%","16241
5.27%","1950
0.63%","610
0.20%","1908
0.62%","3555
1.15%","270
0.09%","1299
0.42%","1234
0.40%","6110
1.98%"
147,525689,466968,0,209372,78575,179021,78572,209251,4566,283257,1,1,"54476
18.93%","1864
0.65%","24192
8.41%","15840
5.50%","147353
51.20%","20068
6.97%","2022
0.70%","675
0.23%","2076
0.72%","4169
1.45%","244
0.08%","1533
0.53%","1480
0.51%","7265
2.52%"
148,518056,444492,0,192050,40104,212338,40101,191491,5263,226329,0,0,"49846
21.52%","1446
0.62%","20010
8.64%","14433
6.23%","92789
40.07%","20952
9.05%","11015
4.76%","1038
0.45%","1646
0.71%","2499
1.08%","273
0.12%","1469
0.63%","2299
0.99%","6614
2.86%"
149,448226,429435,0,182867,40798,205770,40798,182579,4715,218662,0,0,"45845
20.52%","1570
0.70%","15055
6.74%","11308
5.06%","116684
52.24%","11528
5.16%","2223
0.99%","860
0.38%","1673
0.75%","3730
1.67%","292
0.13%","1193
0.53%","1971
0.88%","4730
2.12%"
